,Chuyen muc,Nhu cau,Tinh/Thanh pho,Quan/huyen,Xa/Phuong,Duong/khu vuc,Gia,Ngay dang,Dien tich,Huong,So Tang,So phong,Nha ve sinh,Giay to phap,Dien thoai,Mo ta
776,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 2,Phường Bình Khánh,"116, Đường Lương Định Của, Phường Bình Khánh, Quận 2, Tp Hồ Chí Minh",56 triệu,10/05/2021,82m²,Đông Nam,,2,2,Đang chờ sổ,Đăng nhập để xem,
777,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Quý Tây,"Đường Hương Lộ 11, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","4,5 tỷ",10/05/2021,300m²,,,,,Đã có sổ,Đăng nhập để xem,
778,Đất,Cần bán,An Giang,Huyện Châu Thành,Xã Vĩnh Bình,"Đường Số 7, Xã Vĩnh Bình, Huyện Châu Thành, An Giang",670 triệu,10/05/2021,84m²,,,,,Đang chờ sổ,Đăng nhập để xem,
779,Đất,Cần bán,Long An,Huyện Cần Đước,Xã Long Cang,"Đường 5, Xã Long Cang, Huyện Cần Đước, Long An","1,5 tỷ",10/05/2021,99m²,,,,,Đã có sổ,Đăng nhập để xem,
780,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",13 tỷ,10/05/2021,90m²,,5,8,,Đã có sổ,Đăng nhập để xem,
781,Đất,Cần bán,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Tân,"Đường D12, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương","3,45 tỷ",10/05/2021,150m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
782,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 22,"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,7 tỷ",10/05/2021,90m²,,,2,2,Đã có sổ,Đăng nhập để xem,
783,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",900 triệu,10/05/2021,80m²,,,4,2,,Đăng nhập để xem,
784,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"Đường 37, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","8,5 tỷ",10/05/2021,100m²,Nam,,4,4,Đã có sổ,Đăng nhập để xem,
785,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 10,Phường 14,"7A/5, Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","6,2 triệu/tháng",10/05/2021,30m²,,,1,1,Giấy tờ khác,Đăng nhập để xem,
786,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Hưng,"Đường ĐT753, Xã Tân Hưng, Huyện Đồng Phú, Bình Phước",500 triệu,10/05/2021,175m²,,,,,Đã có sổ,Đăng nhập để xem,
787,Đất,Cần bán,Đồng Nai,Huyện Nhơn Trạch,Xã Đại Phước,"Đường Lý Thái Tổ, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai","3,2 tỷ",10/05/2021,140m²,,,,,Đã có sổ,Đăng nhập để xem,
788,Đất,Cần bán,Tây Ninh,Huyện Trảng Bàng,Xã Gia Lộc,"Đường Quốc Lộ 22, Xã Gia Lộc, Huyện Trảng Bàng, Tây Ninh",850 triệu,10/05/2021,275m²,,,,,Đã có sổ,Đăng nhập để xem,
789,Đất,Cần bán,Đồng Nai,Huyện Trảng Bom,Xã Sông Trầu,"Sông Trầu, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",329 triệu,10/05/2021,125m²,,,,,Giấy tờ khác,Đăng nhập để xem,
790,Nhà,Cần bán,Hồ Chí Minh,Quận 8,Phường 5,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","3,6 tỷ",10/05/2021,48m²,,,3,3,Đã có sổ,Đăng nhập để xem,
791,Đất,Cần bán,Cần Thơ,Quận Cái Răng,Phường Phú Thứ,"Đường Võ Nguyên Giáp, Phường Phú Thứ, Quận Cái Răng, Cần Thơ","2,2 tỷ",10/05/2021,84m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
792,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",1 tỷ,10/05/2021,110m²,,2,2,2,Đã có sổ,Đăng nhập để xem,
793,Đất,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Thái Mỹ,"Đường Tỉnh Lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",500 triệu,10/05/2021,540m²,,,,,Đã có sổ,Đăng nhập để xem,
794,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",880 triệu,10/05/2021,44m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
795,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,"87, Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","5,95 tỷ",10/05/2021,52m²,,3,4,5,Đã có sổ,Đăng nhập để xem,
796,Đất,Cần bán,Cần Thơ,Quận Cái Răng,Phường Hưng Thạnh,"Đường Võ Nguyên Giáp, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","6,5 tỷ",10/05/2021,168m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
797,Đất,Cần bán,Quảng Nam,Thị xã Điện Bàn,Phường Điện Dương,"Đường 7.5m, Phường Điện Dương, Thị xã Điện Bàn, Quảng Nam","2,35 tỷ",10/05/2021,110m²,,,,,Đã có sổ,Đăng nhập để xem,
798,Nhà,Cần bán,Lâm Đồng,Thành phố Đà Lạt,Phường 5,"Đường Nguyễn Đình Quân, Phường 5, Thành phố Đà Lạt, Lâm Đồng","3,15 tỷ",10/05/2021,70m²,Đông Nam,,3,3,Đã có sổ,Đăng nhập để xem,
799,Nhà,Cần bán,Đà Nẵng,Quận Sơn Trà,Phường Nại Hiên Đông,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",6 tỷ,10/05/2021,144m²,Đông Nam,4,3,4,Đã có sổ,Đăng nhập để xem,
800,Đất,Cần bán,Cần Thơ,Quận Bình Thuỷ,Phường Trà An,"Đường Nguyễn Viết Xuân, Phường Trà An, Quận Bình Thuỷ, Cần Thơ",14 tỷ,10/05/2021,2.000m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
801,Nhà,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,"Đường Hậu Giang, Phường 6, Quận 6, Tp Hồ Chí Minh",5 tỷ,10/05/2021,40m²,Nam,2,2,3,Đã có sổ,Đăng nhập để xem,
802,Nhà,Cần bán,Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","4,2 tỷ",10/05/2021,40m²,,5,5,5,Đã có sổ,Đăng nhập để xem,
803,Đất,Cần bán,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Láng Dài,"Đường Quốc Lộ 55, Xã Láng Dài, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",670 triệu,10/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
804,Đất,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,"Đường DN4, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh","1,3 tỷ",10/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
805,Đất,Cần bán,Long An,Huyện Cần Đước,Xã Long Định,"Đường ĐT 830, Xã Long Định, Huyện Cần Đước, Long An","1,9 tỷ",10/05/2021,214m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
806,Nhà,Cần bán,Long An,Huyện Bến Lức,Xã Thanh Phú,"thanh phu, Xã Thanh Phú, Huyện Bến Lức, Long An","3,8 tỷ",10/05/2021,287m²,Đông Nam,1,5,4,Đã có sổ,Đăng nhập để xem,
807,Đất,Cần bán,Đồng Nai,Huyện Trảng Bom,Xã An Viễn,"Trảng Bom - An Viễn, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",319 triệu,10/05/2021,101m²,,,,,Đã có sổ,Đăng nhập để xem,
808,Nhà,Cần bán,Kiên Giang,Thành phố Rạch Giá,Phường Vĩnh Thanh,"Đường Phạm Ngọc Thạch, Phường Vĩnh Thanh, Thành phố Rạch Giá, Kiên Giang","2,2 tỷ",10/05/2021,96m²,,,3,3,Đã có sổ,Đăng nhập để xem,
809,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,"Đường Trần Thái Tông, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","6,95 tỷ",10/05/2021,55m²,Đông Bắc,4,4,5,Đã có sổ,Đăng nhập để xem,
810,Nhà,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,"480, Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh","14,7 tỷ",10/05/2021,53m²,,3,4,,Đã có sổ,Đăng nhập để xem,
811,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"Đường Số 12, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","9,2 tỷ",10/05/2021,100m²,Nam,,,,Đã có sổ,Đăng nhập để xem,
812,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",22 tỷ,10/05/2021,95m²,,,6,6,,Đăng nhập để xem,
813,"Căn hộ, Chung cư",Cần bán,Hà Nội,Quận Tây Hồ,Phường Thụy Khuê,"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",680 triệu,10/05/2021,30m²,,,1,1,Đã có sổ,Đăng nhập để xem,
814,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 16,"109/21, Đường Số 4, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","3,49 tỷ",10/05/2021,32m²,,2,3,3,Đã có sổ,Đăng nhập để xem,
815,Đất,Cần bán,Bình Dương,Thị xã Bến Cát,Xã Phú An,"DT 744, Xã Phú An, Thị xã Bến Cát, Bình Dương","1,6 tỷ",10/05/2021,142m²,Tây Bắc,,,,Đã có sổ,Đăng nhập để xem,
816,Nhà,Cần bán,Sóc Trăng,Huyện Mỹ Tú,Xã Mỹ Tú,"Ấp Phụng Hiệp, Xã Mỹ Tú, Huyện Mỹ Tú, Sóc Trăng","1,4 tỷ",10/05/2021,150m²,,,1,1,Đã có sổ,Đăng nhập để xem,
817,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,"Đường Y Moan, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk",820 triệu,10/05/2021,100m²,,,,,Đã có sổ,Đăng nhập để xem,
818,Nhà,Cho thuê,Hồ Chí Minh,Quận 6,Phường 13,"190/1, Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh","2,7 triệu/tháng",10/05/2021,18m²,Đông Nam,,1,1,,Đăng nhập để xem,
819,Đất,Cần bán,Long An,Huyện Cần Đước,Xã Long Cang,"cho Long can, Xã Long Cang, Huyện Cần Đước, Long An","2,5 tỷ",10/05/2021,245m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
820,Đất,Cần bán,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp An,"Đường DX 088, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương","3,05 tỷ",10/05/2021,164m²,,,,,Đã có sổ,Đăng nhập để xem,
821,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"Đường Số 38, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","5,15 tỷ",10/05/2021,80m²,,,3,2,Đã có sổ,Đăng nhập để xem,
822,Nhà,Cần bán,Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,"Đường Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội","2,789 tỷ",10/05/2021,48m²,,4,5,3,Đã có sổ,Đăng nhập để xem,
823,Nhà,Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 2,"2/9, Đường Phạm Cự Lượng, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",15 triệu/tháng,10/05/2021,42m²,Tây,,3,2,Đã có sổ,Đăng nhập để xem,
824,Nhà,Cần bán,Hồ Chí Minh,Quận 4,Phường 3,"Đường Tôn Thất Thuyết, Phường 3, Quận 4, Tp Hồ Chí Minh","3,65 tỷ",10/05/2021,30m²,,,2,2,Đã có sổ,Đăng nhập để xem,
825,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"17/11, Đường 51, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","4,25 tỷ",10/05/2021,71m²,,,,,Đã có sổ,Đăng nhập để xem,
826,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","4,9 tỷ",10/05/2021,54m²,,,3,3,Đã có sổ,Đăng nhập để xem,
827,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"Đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",950 triệu,10/05/2021,48m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
828,Nhà,Cần bán,Vĩnh Long,Thị xã Bình Minh,Xã Mỹ Hòa,"Đường D5, Xã Mỹ Hòa, Thị xã Bình Minh, Vĩnh Long","1,9 tỷ",10/05/2021,105m²,Tây Nam,2,4,4,Đã có sổ,Đăng nhập để xem,
829,Nhà,Cho thuê,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,"194, Đường Huỳnh Văn Cù, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",7 triệu/tháng,10/05/2021,96m²,,,2,1,Giấy tờ khác,Đăng nhập để xem,
830,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,"Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,1 tỷ",10/05/2021,50m²,,1,3,3,Đã có sổ,Đăng nhập để xem,
831,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,"28/6, Đường Số 45, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",10/05/2021,28m²,,,2,1,,Đăng nhập để xem,
832,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 9,Phường Trường Thạnh,"Nguyễn Bỉnh Khiêm, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",500 triệu,10/05/2021,45m²,,,1,1,Đã có sổ,Đăng nhập để xem,
833,Đất,Cần bán,Cần Thơ,Quận Cái Răng,Phường Lê Bình,"Đường Nhật Tảo, Phường Lê Bình, Quận Cái Răng, Cần Thơ","5,2 tỷ",10/05/2021,85m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
834,Nhà,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 14,"Đường Đặng Văn Ngữ, Phường 14, Quận Phú Nhuận, Tp Hồ Chí Minh","13,2 tỷ",10/05/2021,75m²,,5,5,,Đã có sổ,Đăng nhập để xem,
835,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,"Đường 182, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","9,2 tỷ",10/05/2021,200m²,,,,,Đã có sổ,Đăng nhập để xem,
836,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Hòa Thắng,"Đường Liên Xã, Xã Hòa Thắng, Thành phố Buôn Ma Thuột, Đắk Lắk",550 triệu,10/05/2021,200m²,Bắc,,,,Đã có sổ,Đăng nhập để xem,
837,Đất,Cần bán,Đồng Nai,Huyện Vĩnh Cửu,Xã Thạnh Phú,"Đường Hương Lộ 6, Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai","1,78 tỷ",10/05/2021,155m²,,,,,Đã có sổ,Đăng nhập để xem,
838,Nhà,Cho thuê,Đà Nẵng,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"đường 5m5 gần Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16 triệu/tháng,10/05/2021,100m²,,,5,4,Đã có sổ,Đăng nhập để xem,
839,Nhà,Cần bán,Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,"Bc63, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","1,17 tỷ",10/05/2021,64m²,,,2,2,Đã có sổ,Đăng nhập để xem,
840,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,"Đường Số 7, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",15 tỷ,10/05/2021,204m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
841,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","1,75 triệu",10/05/2021,320m²,,,,,Đã có sổ,Đăng nhập để xem,
842,Nhà,Cần bán,Kiên Giang,Thành phố Rạch Giá,Phường Vĩnh Thanh,"Đường Lý Thường Kiệt, Phường Vĩnh Thanh, Thành phố Rạch Giá, Kiên Giang","4,3 tỷ",10/05/2021,148m²,,,2,1,Đã có sổ,Đăng nhập để xem,
843,Nhà,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,75 tỷ",10/05/2021,44m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
844,Nhà,Cần bán,Đồng Tháp,Thành phố Cao Lãnh,Phường 4,"02, Đường Phạm Hữu Lầu, Phường 4, Thành phố Cao Lãnh, Đồng Tháp",7 tỷ,10/05/2021,56m²,Đông Nam,2,2,3,Đã có sổ,Đăng nhập để xem,
845,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Trường,"Đường Số 6, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","3,55 tỷ",10/05/2021,106m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
846,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,"Đường Số 7, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","5,2 tỷ",10/05/2021,56m²,Tây,2,3,2,Đã có sổ,Đăng nhập để xem,
847,Đất,Cần bán,Khánh Hòa,Huyện Cam Lâm,Xã Cam Tân,"Phu Binh 1, Xã Cam Tân, Huyện Cam Lâm, Khánh Hòa","1,35 tỷ",10/05/2021,1.250m²,,,,,Đã có sổ,Đăng nhập để xem,
848,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Hòa Thuận,"Đường Liên Thôn 8, Xã Hòa Thuận, Thành phố Buôn Ma Thuột, Đắk Lắk",640 triệu,10/05/2021,2.000m²,,,,,,Đăng nhập để xem,
849,Nhà,Cho thuê,Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,"7/8E, Đường Thới Tam Thôn 10, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","5,5 triệu/tháng",10/05/2021,130m²,Đông,,3,2,Đã có sổ,Đăng nhập để xem,
850,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Trường,"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",980 triệu,10/05/2021,60m²,,,,,Đã có sổ,Đăng nhập để xem,
851,Đất,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","4,2 tỷ",10/05/2021,80m²,,,,,Đã có sổ,Đăng nhập để xem,
852,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,5 tỷ",10/05/2021,64m²,Đông,,2,3,Đã có sổ,Đăng nhập để xem,
853,Nhà,Cần bán,Đà Nẵng,Quận Thanh Khê,Phường Hòa Khê,"249/12, Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","2,9 tỷ",10/05/2021,43m²,Đông Nam,,4,3,Đã có sổ,Đăng nhập để xem,
854,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,"Đường Liên Thôn 8, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk",368 triệu,10/05/2021,150m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
855,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Tam Bình,"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","1,47 tỷ",10/05/2021,50m²,,,2,2,Đã có sổ,Đăng nhập để xem,
856,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Phú Hữu,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",799 triệu,10/05/2021,50m²,,,,,Đã có sổ,Đăng nhập để xem,
857,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",850 triệu,10/05/2021,50m²,,,,,Đã có sổ,Đăng nhập để xem,
858,Nhà,Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,"Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",30 triệu/tháng,10/05/2021,60m²,,,4,4,Đã có sổ,Đăng nhập để xem,
859,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,"243, Đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","2,45 tỷ",10/05/2021,42m²,Đông,1,1,1,Đã có sổ,Đăng nhập để xem,
860,Nhà,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 4,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh","15,5 tỷ",10/05/2021,62m²,,,5,4,Đã có sổ,Đăng nhập để xem,
861,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,"35, Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",10 triệu/tháng,10/05/2021,125m²,,,3,3,Đang chờ sổ,Đăng nhập để xem,
862,Nhà,Cần bán,Bình Dương,Thị xã Tân Uyên,Xã Vĩnh Tân,"10, Đường DT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương","2,164 tỷ",10/05/2021,114m²,,,4,3,Đã có sổ,Đăng nhập để xem,
863,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,"Đường 4, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","5,1 tỷ",10/05/2021,56m²,Đông,,4,2,Đã có sổ,Đăng nhập để xem,
864,Nhà,Cần bán,Hồ Chí Minh,Quận 2,Phường Thảo Điền,"nguyen van hương, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","2,9 tỷ",10/05/2021,72m²,Đông Nam,,3,3,Đã có sổ,Đăng nhập để xem,
865,"Căn hộ, Chung cư",Cần bán,Bình Dương,Thành phố Thuận An,Phường An Phú,"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",300 triệu,10/05/2021,60m²,,,2,2,,Đăng nhập để xem,
866,Nhà,Cần bán,Hồ Chí Minh,Quận 5,Phường 4,"Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","1,39 tỷ",10/05/2021,48m²,,,3,3,Đã có sổ,Đăng nhập để xem,
867,Nhà,Cần bán,Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",5 tỷ,10/05/2021,40m²,,5,9,,Đã có sổ,Đăng nhập để xem,
868,Nhà,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,57 tỷ",10/05/2021,38m²,,,2,2,Đã có sổ,Đăng nhập để xem,
